"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"	"Laminar_Viscosity"	"Skin_Friction_Coefficient"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"
31	-9.384109058577499e-02	2.623119752247801e-01	-2.873346190569772e-02	9.338355542252129e-01	2.458386801981546e-01	2.516964546417635e-06	-2.873346190569772e-02	0.000000000000000e+00	-5.746692381139543e-02	3.741388294215268e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.595874817303402e-07	
32	-1.132726140247306e-01	3.334429159338665e-01	-5.475120604498972e-02	9.689127891651110e-01	2.116823903094643e-01	2.519048401595354e-06	-5.475120604498972e-02	0.000000000000000e+00	-1.095024120899794e-01	3.842565815535969e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.601149422600252e-07	
33	-1.404541039223540e-01	4.231101656575606e-01	-7.335258584010518e-02	9.955584458942849e-01	1.766022774771221e-01	2.522007741152158e-06	-7.335258584010518e-02	0.000000000000000e+00	-1.467051716802104e-01	3.917474938390739e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.608696262967962e-07	
34	-1.797425752494133e-01	5.357754255271656e-01	-8.290976682406712e-02	1.013069345933504e+00	1.414414952506258e-01	2.529449993162448e-06	-8.290976682406712e-02	0.000000000000000e+00	-1.658195336481342e-01	3.963172777364025e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.627283643827440e-07	
35	-2.352111637496838e-01	6.766410909083163e-01	-8.481928959045870e-02	1.022743410987917e+00	1.091249342781190e-01	2.537853255248460e-06	-8.481928959045870e-02	0.000000000000000e+00	-1.696385791809174e-01	3.985075743522251e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.648514928915641e-07	
36	-3.119268036825414e-01	8.530730319442369e-01	-8.030043860584003e-02	1.026513555389913e+00	8.101833874458597e-02	2.546210849906118e-06	-8.030043860584003e-02	0.000000000000000e+00	-1.606008772116801e-01	3.989559090950540e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.669868373912370e-07	
37	-4.168730095877907e-01	1.075910070554233e+00	-7.120048570739083e-02	1.025681849774275e+00	5.795320447563741e-02	2.554503406647295e-06	-7.120048570739083e-02	0.000000000000000e+00	-1.424009714147817e-01	3.980306779286779e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.691382314356662e-07	
38	-5.536898525605564e-01	1.364827204473475e+00	-5.939368601607228e-02	1.022242328201436e+00	4.000411766624095e-02	2.563585930015962e-06	-5.939368601607228e-02	0.000000000000000e+00	-1.187873720321446e-01	3.963673695039210e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.715142482194128e-07	
39	-7.335403116155824e-01	1.741545267419010e+00	-4.518151356819134e-02	1.016932620498773e+00	2.700692922383591e-02	2.573812630929055e-06	-4.518151356819134e-02	0.000000000000000e+00	-9.036302713638268e-02	3.941459019766778e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.742246421719905e-07	
40	-9.758092932991425e-01	2.228145946346480e+00	-2.852870774859743e-02	1.010455182054309e+00	1.885331665715933e-02	2.585795694862111e-06	-2.852870774859743e-02	0.000000000000000e+00	-5.705741549719485e-02	3.915654616140407e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.774250044298706e-07	
41	-1.287903549401660e+00	2.859087014660703e+00	-1.118498342208580e-02	1.004598569343283e+00	1.501729119352420e-02	2.599341109236418e-06	-1.118498342208580e-02	0.000000000000000e+00	-2.236996684417161e-02	3.892716833510411e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.810397103908179e-07	
42	-1.695372137796471e+00	3.703725461116447e+00	3.543315482165322e-03	1.000801277423109e+00	1.355259094789317e-02	2.612747210172134e-06	3.543315482165322e-03	0.000000000000000e+00	7.086630964330643e-03	3.877925015866881e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.846027084773652e-07	
43	-2.277368666940679e+00	4.819407033944983e+00	1.230081270431306e-02	9.994660544481044e-01	1.216918377928498e-02	2.623246697184597e-06	1.230081270431306e-02	0.000000000000000e+00	2.460162540862612e-02	3.872683251137304e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.873373303330129e-07	
44	-3.133543283347374e+00	6.295784877350700e+00	1.485364337327371e-02	1.000393818596497e+00	9.270056788035110e-03	2.628331567963230e-06	1.485364337327371e-02	0.000000000000000e+00	2.970728674654741e-02	3.876157220265478e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.885863219230747e-07	
45	-4.332018896187660e+00	8.261441208617779e+00	1.317981275145330e-02	1.001544415223963e+00	5.923137494832267e-03	2.628470387318376e-06	1.317981275145330e-02	0.000000000000000e+00	2.635962550290660e-02	3.880516621275229e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.885314021959701e-07	
46	-6.202704352917706e+00	1.089057992890766e+01	7.975925329879166e-03	1.002520673325966e+00	1.697135155747359e-03	2.624975384320750e-06	7.975925329879166e-03	0.000000000000000e+00	1.595185065975833e-02	3.884236805206461e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.874887492810085e-07	
47	-8.879765396729862e+00	1.413571785340733e+01	1.779382054509411e-03	1.002961895842341e+00	-1.975898806667967e-03	2.618201386595991e-06	1.779382054509411e-03	0.000000000000000e+00	3.558764109018821e-03	3.885948281633113e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.856056283400794e-07	
48	-1.288809356463936e+01	1.838434080065444e+01	-3.125581591086192e-03	1.002873561803211e+00	-3.938486134976392e-03	2.611420538902904e-06	-3.125581591086192e-03	0.000000000000000e+00	-6.251163182172385e-03	3.885628457037279e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.837890732493581e-07	
49	-1.871136896385757e+01	2.251594040957787e+01	-6.675359448073159e-03	1.002652418962588e+00	-4.512122107567098e-03	2.605670658683235e-06	-6.675359448073159e-03	0.000000000000000e+00	-1.335071889614632e-02	3.884781019404052e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.822802890671188e-07	
50	-2.830762714393553e+01	2.785483246709985e+01	-9.117347200668317e-03	1.001966008262468e+00	-3.959647427017972e-03	2.601884258254212e-06	-9.117347200668317e-03	0.000000000000000e+00	-1.823469440133663e-02	3.882112522908024e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.812961118203795e-07	
51	-2.865429826547745e+01	2.744003874990735e+01	-9.148566730491383e-03	1.002032647774592e+00	-3.907808597052554e-03	2.601941116697386e-06	-9.148566730491383e-03	0.000000000000000e+00	-1.829713346098277e-02	3.882369924876410e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.813118367739983e-07	
52	-1.904630057870424e+01	2.220081040462787e+01	-6.767890898410908e-03	1.002738148100170e+00	-4.446230734912766e-03	2.605678961230726e-06	-6.767890898410908e-03	0.000000000000000e+00	-1.353578179682182e-02	3.885112030210165e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.822826465820176e-07	
53	-1.318546118266271e+01	1.814321671879871e+01	-3.250261071723469e-03	1.002952522993791e+00	-3.875463177946334e-03	2.611363610496868e-06	-3.250261071723469e-03	0.000000000000000e+00	-6.500522143446938e-03	3.885933435855550e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.837737527232779e-07	
54	-9.115767698383001e+00	1.395865178390129e+01	1.665946696139036e-03	1.002983844914721e+00	-1.926710864214030e-03	2.618077029188699e-06	1.665946696139036e-03	0.000000000000000e+00	3.331893392278072e-03	3.886032951613618e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.855710779087374e-07	
55	-6.397903194101980e+00	1.074890994111505e+01	7.906137278775826e-03	1.002439847841151e+00	1.718103175970374e-03	2.624780116879901e-06	7.906137278775826e-03	0.000000000000000e+00	1.581227455755165e-02	3.883923788533786e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.874349078208105e-07	
56	-4.486821349208440e+00	8.155559607561596e+00	1.320906027170152e-02	1.001332400040578e+00	5.919049965801040e-03	2.628256595435641e-06	1.320906027170152e-02	0.000000000000000e+00	2.641812054340304e-02	3.879695096594191e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.884707532816447e-07	
57	-3.257886650227080e+00	6.214926468398493e+00	1.501519248260419e-02	1.000068064270990e+00	9.251496935020113e-03	2.628125494391249e-06	1.501519248260419e-02	0.000000000000000e+00	3.003038496520837e-02	3.874894484876699e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.885269614239602e-07	
58	-2.376399842858786e+00	4.758793109026404e+00	1.276013948692470e-02	9.989776817892527e-01	1.214482873525297e-02	2.623272223624985e-06	1.276013948692470e-02	0.000000000000000e+00	2.552027897384941e-02	3.870790060424678e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.873354894361624e-07	
59	-1.773881030561840e+00	3.655103960996644e+00	4.531263295839567e-03	1.000076449876316e+00	1.367580604369954e-02	2.613127651263865e-06	4.531263295839567e-03	0.000000000000000e+00	9.062526591679134e-03	3.875123452783504e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.846931123608475e-07	
60	-1.350424688449897e+00	2.819870415919039e+00	-9.611392081881318e-03	1.003592747308737e+00	1.532875872728254e-02	2.600012596262842e-06	-9.611392081881318e-03	0.000000000000000e+00	-1.922278416376264e-02	3.888838489756484e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.812136211280802e-07	
61	-1.026994883147535e+00	2.197106673601456e+00	-2.643326279135837e-02	1.009114038581101e+00	1.929133970829089e-02	2.586612329789880e-06	-2.643326279135837e-02	0.000000000000000e+00	-5.286652558271675e-02	3.910491377844264e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.776424203602717e-07	
62	-7.756698610285603e-01	1.716622598765931e+00	-4.262840679551496e-02	1.015174788719351e+00	2.749477226285443e-02	2.574657888900633e-06	-4.262840679551496e-02	0.000000000000000e+00	-8.525681359102992e-02	3.934701486183600e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.744496282925688e-07	
63	-5.883190358328502e-01	1.344481244387671e+00	-5.629150422575639e-02	1.019950008825923e+00	4.044511439022440e-02	2.564451631697650e-06	-5.629150422575639e-02	0.000000000000000e+00	-1.125830084515128e-01	3.954866324297644e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.717423498933500e-07	
64	-4.456928170063793e-01	1.059092360590413e+00	-6.733290232806056e-02	1.022676992755414e+00	5.823844925886983e-02	2.555440284928901e-06	-6.733290232806056e-02	0.000000000000000e+00	-1.346658046561211e-01	3.968745840841144e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.693820626054568e-07	
65	-3.360845680565518e-01	8.393087586427683e-01	-7.546749126694367e-02	1.022672359334383e+00	8.098189317041297e-02	2.547223730663286e-06	-7.546749126694367e-02	0.000000000000000e+00	-1.509349825338873e-01	3.974711672915419e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.672486395282476e-07	
66	-2.554797160790653e-01	6.653291840875725e-01	-7.890376757269887e-02	1.017976496961245e+00	1.085264346637795e-01	2.538971489249856e-06	-7.890376757269887e-02	0.000000000000000e+00	-1.578075351453977e-01	3.966464737188891e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.651388879613160e-07	
67	-1.968191820774978e-01	5.263327758639222e-01	-7.580970183591097e-02	1.007498225220714e+00	1.399726222688925e-01	2.530570583234162e-06	-7.580970183591097e-02	0.000000000000000e+00	-1.516194036718219e-01	3.941008968655069e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.630149612680807e-07	
68	-1.547575888854964e-01	4.151168618010755e-01	-6.513790057030938e-02	9.889445750770164e-01	1.739907006975112e-01	2.523787022060403e-06	-6.513790057030938e-02	0.000000000000000e+00	-1.302758011406188e-01	3.890480177734405e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.613108703496922e-07	
69	-1.250924637997456e-01	3.265830252608186e-01	-4.566370707952216e-02	9.616510392745856e-01	2.078412528239508e-01	2.521096899434425e-06	-4.566370707952216e-02	0.000000000000000e+00	-9.132741415904433e-02	3.811911833811628e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.606214522203904e-07	
70	-1.035044806943332e-01	2.563479975953674e-01	-1.898203319799266e-02	9.260016302461380e-01	2.406557003202315e-01	2.518968816480435e-06	-1.898203319799266e-02	0.000000000000000e+00	-3.796406639598533e-02	3.706942199919530e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.600783651951382e-07	
71	-8.674760730558931e-02	2.005543474064067e-01	1.354064932707886e-02	8.827206425066707e-01	2.712750930918444e-01	2.517881385358535e-06	1.354064932707886e-02	0.000000000000000e+00	2.708129865415772e-02	3.577929241046924e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.597898034976191e-07	
72	-7.308466063197343e-02	1.561140415923271e-01	5.075885511004270e-02	8.323598521500361e-01	2.991436702025680e-01	2.517524313488450e-06	5.075885511004270e-02	0.000000000000000e+00	1.015177102200854e-01	3.426897710627877e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.596708864796510e-07	
73	-6.162661286682653e-02	1.206641619296589e-01	9.161507814308489e-02	7.752110208212347e-01	3.233536441195228e-01	2.517374236345640e-06	9.161507814308489e-02	0.000000000000000e+00	1.832301562861698e-01	3.254342336940774e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.596032721265142e-07	
74	-5.186595944853896e-02	9.238498577213174e-02	1.349052910712490e-01	7.118468244422127e-01	3.427178071901159e-01	2.517148894827393e-06	1.349052910712490e-01	0.000000000000000e+00	2.698105821424980e-01	3.061026927623738e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.595197682821505e-07	
75	-4.347747471538555e-02	6.984730289586816e-02	1.791959930618603e-01	6.433136973532365e-01	3.560335639837146e-01	2.516845711522716e-06	1.791959930618603e-01	0.000000000000000e+00	3.583919861237206e-01	2.848752674351751e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.594189433491529e-07	
76	-3.623714714065850e-02	5.190758471820373e-02	2.229740479464445e-01	5.712167765565416e-01	3.623584812839477e-01	2.516856781388464e-06	2.229740479464445e-01	0.000000000000000e+00	4.459480958928891e-01	2.620903806969715e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.593940758352700e-07	
77	-2.998217313458456e-02	3.764487597142900e-02	2.646988100067452e-01	4.977110228109640e-01	3.612768367632717e-01	2.516712798341417e-06	2.646988100067452e-01	0.000000000000000e+00	5.293976200134903e-01	2.382834438685092e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.593291455959151e-07	
78	-2.458855549169471e-02	2.631839627671751e-02	3.030553083725643e-01	4.249920110928277e-01	3.528386089623229e-01	2.516139163063709e-06	3.030553083725643e-01	0.000000000000000e+00	6.061106167451287e-01	2.140140593238508e-02	8.692878219953745e-07	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.591554086587628e-07	
