CST
1.000000+0.000000j	0.000000+0.000000j
0.999315+0.000000j	0.000807+0.000000j
0.997261+0.000000j	0.001811+0.000000j
0.993844+0.000000j	0.003206+0.000000j
0.989074+0.000000j	0.004983+0.000000j
0.982963+0.000000j	0.007129+0.000000j
0.975528+0.000000j	0.009631+0.000000j
0.966790+0.000000j	0.012474+0.000000j
0.956773+0.000000j	0.015641+0.000000j
0.945503+0.000000j	0.019114+0.000000j
0.933013+0.000000j	0.022875+0.000000j
0.919335+0.000000j	0.026906+0.000000j
0.904508+0.000000j	0.031186+0.000000j
0.888573+0.000000j	0.035697+0.000000j
0.871572+0.000000j	0.040416+0.000000j
0.853553+0.000000j	0.045322+0.000000j
0.834565+0.000000j	0.050390+0.000000j
0.814660+0.000000j	0.055595+0.000000j
0.793893+0.000000j	0.060906+0.000000j
0.772320+0.000000j	0.066291+0.000000j
0.750000+0.000000j	0.071715+0.000000j
0.726995+0.000000j	0.077138+0.000000j
0.703368+0.000000j	0.082515+0.000000j
0.679184+0.000000j	0.087798+0.000000j
0.654508+0.000000j	0.092935+0.000000j
0.629410+0.000000j	0.097871+0.000000j
0.603956+0.000000j	0.102548+0.000000j
0.578217+0.000000j	0.106905+0.000000j
0.552264+0.000000j	0.110883+0.000000j
0.526168+0.000000j	0.114423+0.000000j
0.500000+0.000000j	0.117467+0.000000j
0.473832+0.000000j	0.119963+0.000000j
0.447736+0.000000j	0.121864+0.000000j
0.421783+0.000000j	0.123129+0.000000j
0.396044+0.000000j	0.123728+0.000000j
0.370590+0.000000j	0.123638+0.000000j
0.345492+0.000000j	0.122849+0.000000j
0.320816+0.000000j	0.121361+0.000000j
0.296632+0.000000j	0.119186+0.000000j
0.273005+0.000000j	0.116347+0.000000j
0.250000+0.000000j	0.112878+0.000000j
0.227680+0.000000j	0.108824+0.000000j
0.206107+0.000000j	0.104238+0.000000j
0.185340+0.000000j	0.099179+0.000000j
0.165435+0.000000j	0.093713+0.000000j
0.146447+0.000000j	0.087907+0.000000j
0.128428+0.000000j	0.081831+0.000000j
0.111427+0.000000j	0.075553+0.000000j
0.095492+0.000000j	0.069136+0.000000j
0.080665+0.000000j	0.062638+0.000000j
0.066987+0.000000j	0.056113+0.000000j
0.054497+0.000000j	0.049602+0.000000j
0.043227+0.000000j	0.043138+0.000000j
0.033210+0.000000j	0.036746+0.000000j
0.024472+0.000000j	0.030439+0.000000j
0.017037+0.000000j	0.024219+0.000000j
0.010926+0.000000j	0.018081+0.000000j
0.006156+0.000000j	0.012013+0.000000j
0.002739+0.000000j	0.005993+0.000000j
0.000685+0.000000j	0.000000+0.000000j
0.000000+0.000000j	-0.005132+0.000000j
0.000685+0.000000j	-0.010269+0.000000j
0.002739+0.000000j	-0.015415+0.000000j
0.006156+0.000000j	-0.020571+0.000000j
0.010926+0.000000j	-0.025735+0.000000j
0.017037+0.000000j	-0.030900+0.000000j
0.024472+0.000000j	-0.036055+0.000000j
0.033210+0.000000j	-0.041181+0.000000j
0.043227+0.000000j	-0.046254+0.000000j
0.054497+0.000000j	-0.051245+0.000000j
0.066987+0.000000j	-0.056116+0.000000j
0.080665+0.000000j	-0.060826+0.000000j
0.095492+0.000000j	-0.065325+0.000000j
0.111427+0.000000j	-0.069564+0.000000j
0.128428+0.000000j	-0.073486+0.000000j
0.146447+0.000000j	-0.077036+0.000000j
0.165435+0.000000j	-0.080156+0.000000j
0.185340+0.000000j	-0.082791+0.000000j
0.206107+0.000000j	-0.084891+0.000000j
0.227680+0.000000j	-0.086407+0.000000j
0.250000+0.000000j	-0.087300+0.000000j
0.273005+0.000000j	-0.087538+0.000000j
0.296632+0.000000j	-0.087100+0.000000j
0.320816+0.000000j	-0.085974+0.000000j
0.345492+0.000000j	-0.084162+0.000000j
0.370590+0.000000j	-0.081679+0.000000j
0.396044+0.000000j	-0.078552+0.000000j
0.421783+0.000000j	-0.074821+0.000000j
0.447736+0.000000j	-0.070540+0.000000j
0.473832+0.000000j	-0.065773+0.000000j
0.500000+0.000000j	-0.060596+0.000000j
0.526168+0.000000j	-0.055093+0.000000j
0.552264+0.000000j	-0.049357+0.000000j
0.578217+0.000000j	-0.043484+0.000000j
0.603956+0.000000j	-0.037573+0.000000j
0.629410+0.000000j	-0.031723+0.000000j
0.654508+0.000000j	-0.026031+0.000000j
0.679184+0.000000j	-0.020589+0.000000j
0.703368+0.000000j	-0.015479+0.000000j
0.726995+0.000000j	-0.010776+0.000000j
0.750000+0.000000j	-0.006543+0.000000j
0.772320+0.000000j	-0.002827+0.000000j
0.793893+0.000000j	0.000339+0.000000j
0.814660+0.000000j	0.002935+0.000000j
0.834565+0.000000j	0.004960+0.000000j
0.853553+0.000000j	0.006427+0.000000j
0.871572+0.000000j	0.007366+0.000000j
0.888573+0.000000j	0.007818+0.000000j
0.904508+0.000000j	0.007838+0.000000j
0.919335+0.000000j	0.007491+0.000000j
0.933013+0.000000j	0.006849+0.000000j
0.945503+0.000000j	0.005989+0.000000j
0.956773+0.000000j	0.004992+0.000000j
0.966790+0.000000j	0.003935+0.000000j
0.975528+0.000000j	0.002895+0.000000j
0.982963+0.000000j	0.001940+0.000000j
0.989074+0.000000j	0.001130+0.000000j
0.993844+0.000000j	0.000515+0.000000j
0.997261+0.000000j	0.000131+0.000000j
1.000000+0.000000j	0.000000+0.000000j
